SPRSL [C(00002)]`ARBGB [C(00040)]`MSGNR [C(00006)]`TEXT [C(00146)]
E`  60`  081`  Indexing date & & & may not be in the future
E`  60`  082`  Enter base year
E`  60`  083`  Entries for this key exist already
E`  60`  108`  Enter industry code for commercial contracts
E`  60`  117`  Internal error &, graduated data could not be changed
E`  60`  207`  Sales-based contract & does not exist yet
E`  60`  504`  Condition items not found
E`  F5`  081`  Company is defined through master record, change not possible
E`  F5`  082`  The trading partner cannot be entered for document type &
E`  F5`  083`  You have no authorization for posting in company code &
E`  F5`  108`  No further additional account assignments are defined
E`  F5`  117`  Check whether document has already been entered under number & & &
E`  F5`  207`  Line item & has not yet been entered
E`  F5`  504`  System error: Data base error in function module WF_COMMIT
E`  SRT_WSP`  081`  Status "&1" not valid for SOAP applications
E`  SRT_WSP`  082`  SOAP application "&1" does not exist
E`  SRT_WSP`  083`  Name "&1" is not valid for SOAP applications
E`  SRT_WSP`  108`  Cannot determine namespace for object &1
E`  SRT_WSP`  117`  Cannot copy configuration; invalid name &1
E`  SRT_WSP`  207`  Configurations are assigned to the profile; special change required
E`  SRT_WSP`  504`  ESR IS server assignment '&1' (type '&2'): DT object '&3'
E`  AA`  081`  Subnumber is not generic (inform system administrator)
E`  AA`  082`  Subnumber summarization only at fiscal year end
E`  AA`  083`  Sort version & does not exist
E`  AA`  108`  Asset class & does not exist (Check your entry)
E`  AA`  117`  Chart of dep.&  not allowed (Check your entry)
E`  AA`  207`  Transaction type & cannot be used here
E`  AA`  504`  Processing terminated (Contact your System Specialist)
E`  AD`  081`  No authorization for object &, active version missing
E`  AD`  082`  & is new and reserved for &
E`  AD`  083`  No authorization for table &, active version missing
E`  AD`  108`  &-& data element & is missing
E`  AD`  117`  Field & in table & was entered twice
E`  AD`  207`  Only active version of object & exists
E`  AD`  504`  Check on technical settings for table & was not successful
E`  RP`  081`  Record no. & already exists
E`  RP`  082`  No legal documentation for field &
E`  RP`  083`  Wage type & not allowed for & (&)
E`  RP`  108`  Employee has more than one position
E`  RP`  117`  End date is before ID date
E`  RP`  207`  Organizational Management is active. (Do not enter a job)
E`  RP`  504`  Start date &1 cannot come before company code change &2!
E`  O3`  081`  The quantity table contains an entry with an invalid unit of measure
E`  O3`  082`  The material/plant/storage location/batch/date range does not exist
E`  O3`  083`  Quantity Conversion Interface: More than & parameters for FMTYTP &
E`  O3`  108`  Oil BOM item cat. has to have same settings for hdr and comp. item cat.
E`  O3`  117`  Parameter &1 doesn't exist in the reading group &2.
E`  O3`  207`  Observed test- or base-temperature is outside the ISO recommended range
E`  O3`  504`  Synchronize all plants for this material with the same UoM group
E`  62`  081`  Heating system flagged for deletion
E`  62`  082`  Check run was terminated
E`  62`  083`  Heating system & blocked by &
E`  62`  108`  Rental agreement & flagged for deletion
E`  62`  117`  Rental start & of LO & has to be before period-end &
E`  62`  207`  Conditions already exist that are valid from &
E`  62`  504`  Only values larger than 0 are allowed
E`  KX`  081`  No authorization for key figure group &, aspect &
E`  KX`  082`  You are not authorized to maintain cross-client tables
E`  KX`  083`  No authorization for Transaction "Maintain key figures"
E`  KX`  108`  You are not authorized to delete the application log
E`  KX`  117`  Field catalog is reorganized
E`  OD`  081`  The nomination number of marine transport system will be set internally.
E`  OD`  082`  Origin is a vendor.
E`  OD`  083`  Batch number &1 is not defined, check table MCHA or MCHB.
E`  OD`  108`  This ticket cannot be deleted.
E`  OD`  117`  Cannot use location &1 as delete indicator has been set for this location
E`  OD`  207`  No shipment type found in table TOIGS according to shipping type &1
E`  OD`  504`  Location type &1 does not exist.
E`  88`  081`  Deletion flag was not cleared
E`  88`  082`  Deletion flag was cleared for table &
E`  88`  083`  Cond.type &1 is not defined for condition cgry &4 for re.partner &2 in &3
E`  88`  108`  Data was saved
E`  88`  117`  Data record was not saved because no changes were made
E`  88`  207`  &1; date-from is later than date-to
E`  KX`  207`  Char. value or value of node & was deleted (-> long text).
E`  KX`  504`  Comment table assignment deleted
E`  88`  504`  No partner function field is defined in table &1
E`  GJ`  081`  Tax Code & Does not Exist for Country &, Tax Jurisdiction &
E`  GJ`  082`  Error Writing JADE File to Disk.  Return Code &
E`  GJ`  083`  Could not Obtain Number for JV_RECID in NUMBER_GET_NEXT.  Return Code &
E`  GJ`  108`  Object type & does not exist in company &.
E`  GJ`  117`  Venture & and equity group & is not active
E`  GJ`  207`  Venture & & is currnetly being created by user &
E`  /SAPAPO/MA`  081`  Entry & does not exist
E`  /SAPAPO/MA`  082`  Complete your entry
E`  /SAPAPO/MA`  083`  Incorrect entry: Entry will be deleted
E`  /SAPAPO/MA`  108`  Generation completed: Macros saved
E`  /SAPAPO/MA`  117`  User function was saved successfully
E`  /SAPAPO/MA`  207`  Enter description for new planning version
E`  GJ`  504`  JV Function & Is not Defined.
E`  /SAPAPO/MA`  504`  Composite forecast: Incorrect results with profile & and model &
E`  AH`  081`  Enter both "averaging type" and "average from"
E`  AH`  082`  Enter all rounding attributes
E`  AH`  083`  Normal air pressure &1 deviates from standard value &2
E`  AH`  108`  Calorific value district &1 not in table &2
E`  AH`  117`  Company calorific value date &1 in table &2 is zero
E`  AH`  207`  Internal: error accessing table &1
E`  AH`  504`  Use only the first of the month as the from-date
E`  /ACCGO/CAS_FLLW_MSG`  081`  Cannot perform tolerance evaluation
E`  /ACCGO/CAS_FLLW_MSG`  082`  No data found for application doc. &1, item &2
E`  /ACCGO/CAS_FLLW_MSG`  083`  Error in spot request creation; check the number range object &1
E`  /ACCGO/CAS_FLLW_MSG`  108`  Total applied qty &1 is not lower than tolerance eval. quantity of &2
E`  /ACCGO/CAS_FLLW_MSG`  117`  No valid spot applications exist for creation of GTM trading contract
E`  /ACCGO/CAS_FLLW_MSG`  207`  Final application already exists
E`  /ACCGO/CAS_FLLW_MSG`  504`  Start: Display of field catalog values
E`  FB`  081`  Error occurred when posting HR checks
E`  FB`  082`  Search string &: Syntax error in print '&'
E`  FB`  083`  &: Internal program error
E`  FB`  108`  Trans. &: Transaction code & is not defined in table T020
E`  FB`  117`  ... Bank master records & & already exist
E`  FB`  207`  No +/- check defined for posting rule &
E`  FB`  504`  Only enter account type D (customers) or K (vendors)
E`  >3`  081`  Invalid value &1 in lock data transfer to account &2
E`  >3`  082`  No credit card data found for business partner &1
E`  >3`  083`  Specify a credit card ID for incoming payment method &1
E`  >3`  108`  Interest cannot be currently calculated for business partner
E`  >3`  117`  No interest will be calculated on item; due date not reached
E`  >3`  207`  Parameters not found for dunning run &1 &2
E`  >3`  504`  No collections agency could be determined
E`  ICL`  081`  This number is in the critical area of number range &
E`  ICL`  082`  This number is the last number in number range &
E`  ICL`  083`  There are no free numbers in number range &
E`  ICL`  108`  No text exists for overruling reason &1
E`  ICL`  117`  Major error in control program with function code processing
E`  ICL`  207`  Set the obligation to pay compensation for the claim to "Yes"
E`  ICL`  504`  Coverage type &1 benefit type &2 have not been defined
E`  00`  081`  Nested call of PERFORM ON COMMIT: & & & &
E`  00`  082`  Cannot display screen with plug-ins
