MANDT [C(00006)]`WERKS [C(00008)]`NAME1 [C(00060)]
400`  0001`  Werk 0001
400`  0003`  Plant 0003 (is-ht-sw)
400`  0009`  Werk 0001
400`  0077`  0077 草本茶饮
400`  0797`  浙江测试有限公司
400`  0870`  Shanghai Volkswagen
400`  1000`  XYZ有限公司1000工厂1000
400`  1001`  新航科技材料制造厂
400`  1002`  新航科技材料制造厂
400`  1006`  SAP养家的工厂
400`  1010`  Plant 1 DE
400`  1021`  广西柳州螺蛳粉
400`  1070`  极限压制
400`  1110`  Plant 1 GB
400`  1210`  Plant 1 FR
400`  1310`  Plant 1 CN
400`  1320`  徐汇内杭州厂
400`  1321`  徐汇制造厂
400`  1410`  Plant 1 BR
400`  1510`  Plant 1 JP
400`  1610`  Plant 1 RU
400`  1710`  Plant 1 US
400`  1810`  Plant 1 IN
400`  1910`  Plant 1 SE
400`  2000`  七杯茶销售公司工厂
400`  2001`  七杯茶直营管理公司工厂
400`  2006`  2006的工厂
400`  2010`  Plant 1 CZ
400`  2020`  sap 成都 测试工厂1
400`  2030`  sap 成都 测试工厂2030
400`  2110`  Plant 1 HU
400`  2210`  Plant 1 CH
400`  2310`  Plant 1 IT
400`  2410`  Plant 1 ES
400`  2510`  Plant 1 BE
400`  2610`  Plant 1 PL
400`  27XL`  电商在线
400`  2810`  Plant 1 RO
400`  2910`  Plant 1 CA
400`  3000`  深圳MQ有限公司
400`  3006`  SAP养家的工厂
400`  3010`  Plant 1 AU
400`  3210`  Plant 1 DK
400`  3310`  Plant 1 AE
400`  3510`  Plant 1 PT
400`  3610`  Plant 1 TR
400`  3710`  Plant 1 NL
400`  3910`  Plant 1 AT
400`  4000`  XYZ有限公司4000工厂4000
400`  4010`  XYZ有限公司4010工厂4010
400`  4020`  XYZ有限公司4010工厂4020
400`  4210`  Plant 1 IE
400`  4310`  Plant 1 KR
400`  4410`  Plant 1 NO
400`  4450`  ALRARA
400`  4510`  Plant 1 FI
400`  5110`  Plant 1 ID
400`  5410`  Plant 1 MY
400`  5510`  Plant 1 MX
400`  5555`  東京MALZ
400`  5810`  Plant 1 PH
400`  5910`  Plant 1 SA
400`  6000`  Plant 1 CN
400`  6010`  YR公司工厂
400`  6011`  YR公司工厂
400`  6012`  YR公司工厂
400`  6013`  YR公司工厂
400`  6014`  YR公司工厂
400`  6110`  Plant 1 SG
400`  6210`  Plant 1 HK
400`  6310`  Plant 1 TW
400`  6410`  Plant 1 ZA
400`  6600`  ELIK plant
400`  6666`  XX工厂 6660
400`  6800`  Monster
400`  6810`  Plant 1 TH
400`  6910`  Plant 1 NZ
400`  6950`  许继集团宁波工厂
400`  6951`  许继集团无锡工厂
400`  7100`  销售公司-工厂一部
400`  7200`  销售公司-工厂二部
400`  7300`  生产公司-工厂一部
400`  7400`  生产公司-工厂二部
400`  7K10`  Plant 1 LU
400`  8118`  Plant 1 CN
400`  8570`  Shanghai Chemical Group
400`  870`  Shanghai Volkswagen
400`  8888`  Amy
400`  9010`  Plant 9010
400`  9050`  深圳市福田区生命人寿大厦17楼1701
400`  9051`  广西柳州螺蛳粉
400`  9100`  NHSテストプラント
400`  9200`  NHSテストプラント
400`  9428`  测试门店
400`  9700`  KOEPFER
400`  9800`  EMAG
400`  9900`  Plant 9900
400`  9999`  Plant9999
400`  A004`  阳江刘氏有限公司
400`  A198`  a198工厂
400`  A888`  伊泽机械工厂
400`  A930`  Plant A930hc
400`  A940`  Plant A930
400`  ABCC`  漂亮的工厂
400`  AR00`  Aria集团成都工厂
400`  AR10`  Aria集团深圳工厂
400`  B001`  YY-b001工厂
400`  C001`  SAP375工厂
400`  C100`  feng后勤工厂
400`  CD01`  sapedu成都1
400`  CN02`  CN02-Plant
400`  CNPS`  CN02-Plant
400`  DDDD`  hhhh的工厂
400`  DM01`  北京大麦公司01工厂
400`  DM02`  北京大麦公司02工厂
400`  DP01`  淡泊株式会社中央流通センター
400`  F001`  落叶集团总部工厂
400`  F011`  小家电制造工厂
400`  FJB1`  FJB1测试工厂
400`  FJB2`  FJB2测试工厂
400`  FJB3`  FJB3测试工厂
400`  H001`  スカイネットプラント1
400`  H002`  スカイネットプラント2(朝霞市)
400`  H003`  スカイネットプラント3
400`  HBY1`  Wu Han HuBaiYuan Company
400`  HC01`  杭叉集团
400`  HC02`  杭叉门架
400`  HC03`  杭叉钣焊
400`  HMT1`  汉默特
400`  J001`  华凯集团第一工厂
400`  J111`  嘉兴简事屋工厂
400`  J121`  杭州简事屋工厂
400`  J211`  杭州辉创萧山工厂
400`  J212`  浙江辉创钱江工厂
400`  J213`  上海辉创浦东工厂
400`  L001`  大龙物流中心1
400`  L002`  大龙物流中心2
400`  L003`  大龙物流中心3
400`  LL01`  L01工厂
400`  LL02`  璐璐生产工厂
400`  M008`  Plant 1 CN
400`  MATE`  上海金山工厂
400`  P001`  天明发动机厂
400`  P002`  天明配件厂
400`  P003`  天明整车厂
400`  P004`  天明密封件厂
400`  P999`  m008 factory
400`  RP01`  ロンロン埼玉物流センター
400`  S001`  SIMON 工厂01
400`  S002`  SIMON 工厂02
400`  SAB1`  SABRINA01
400`  SY20`  四川京益大贸易有限公司工厂
400`  T100`  保时泰塑料工厂
400`  TAG1`  保时泰皮尺工厂
400`  TAKU`  TAKU的工厂
400`  TB00`  Plant 1 CN
400`  W100`  大连GO工厂01
400`  X100`  星辰集团销售工厂
400`  X200`  星辰集团制造工厂
400`  X999`  一宁机械工厂
400`  XC00`  星辰集团供应链工厂
400`  XXGC`  小熊的工厂
400`  Y000`  ZCX工厂
400`  Z002`  颐宁机械厂
400`  Z0SJ`  Z011新宿工場
400`  Z100`  スカイネット販売会社プラント1
400`  Z200`  スカイネット生産会社プラント1
400`  Z500`  Plant 1 CN
400`  Z501`  Plant 1 CN
400`  Z502`  Werk 0001
400`  Z510`  销售公司-工厂一部
400`  Z701`  日本東京倉庫
400`  ZCX1`  ZCX成品工厂
400`  ZCX2`  ZCX半成品工厂
400`  ZCX3`  ZCX原材料工厂
400`  ZERO`  ZERO新宿工場
400`  ZF01`  巨浪一部工厂
400`  ZF02`  巨浪二部工厂
400`  ZLP1`  ZP00工厂1
400`  ZP01`  プラントZP01
400`  ZS01`  ZS工厂
400`  ZSAP`  ZSAP新宿工場
400`  ZW01`  Zwickau Coff CC OP
400`  ZW11`  Plant 1 DE
400`  ZWQ1`  WQ test plant for company 2000
400`  ZY11`  奥利给上海一工厂
400`  ZZ20`  Plant 1 Co
400`  ZZ30`  Plant 1 CN
400`  ZZ40`  Plant 1 CN
400`  ZZ90`  HC--01--plant
400`  ZZMC`  ZZMC中央工場
400`  ZZWY`  ZZWY中央工場
