MANDT [C(00006)]`LIFNR [C(00020)]`BUKRS [C(00008)]`REPRF [C(00002)]
400`  0010300001`  1010`
400`  0010300002`  1010`
400`  0010300273`  1010`
400`  0010300003`  1010`
400`  0010300006`  1010`
400`  0010300080`  1010`
400`  0010300081`  1010`
400`  0010300082`  1010`
400`  0010300083`  1010`
400`  0010300007`  1010`
400`  0010300090`  1010`
400`  0010200001`  1010`
400`  EWM10-SU01`  1010`
400`  BP1010`  1010`
400`  0010300010`  1010`
400`  0010300095`  1010`
400`  0017300001`  1710`
400`  0017300002`  1710`
400`  0017300273`  1710`
400`  0017300030`  1710`
400`  0017300031`  1710`
400`  0017300032`  1710`
400`  0017300033`  1710`
400`  0017300034`  1710`
400`  0017300003`  1710`
400`  0017300006`  1710`
400`  0017300080`  1710`
400`  0012200001`  1210`
400`  0017300081`  1710`
400`  0017300082`  1710`
400`  0017300083`  1710`
400`  0017300007`  1710`
400`  0017300090`  1710`
400`  EWM17-SU01`  1710`
400`  BP1710`  1710`
400`  0017300010`  1710`
400`  0017300095`  1710`
400`  0044300001`  4410`
400`  0044300002`  4410`
400`  0044300273`  4410`
400`  0044300003`  4410`
400`  0044300006`  4410`
400`  0044300080`  4410`
400`  0044300081`  4410`
400`  0044300082`  4410`
400`  0044300083`  4410`
400`  0044300007`  4410`
400`  0044300090`  4410`
400`  0064300001`  6410`
400`  0064300002`  6410`
400`  0064300273`  6410`
400`  0064300003`  6410`
400`  0064300006`  6410`
400`  0064300080`  6410`
400`  0064300081`  6410`
400`  0064300082`  6410`
400`  0064300083`  6410`
400`  0064300007`  6410`
400`  0064300090`  6410`
400`  0013300001`  1310`
400`  0013300002`  1310`
400`  0013300273`  1310`
400`  0013300003`  1310`
400`  0013300006`  1310`
400`  0013300080`  1310`
400`  0013300081`  1310`
400`  0013300082`  1310`
400`  0013300083`  1310`
400`  0013300007`  1310`
400`  0013300090`  1310`
400`  EWM13-SU01`  1310`
400`  BP1310`  1310`
400`  0013300010`  1310`
400`  0013300095`  1310`
400`  EWM62-SU01`  6410`
400`  BP6410`  6410`
400`  0011300001`  1110`
400`  0011300002`  1110`
400`  0011300273`  1110`
400`  0011300030`  1110`
400`  0011300003`  1110`
400`  0011300006`  1110`
400`  0011300080`  1110`
400`  0011300081`  1110`
400`  0011300082`  1110`
400`  0011300083`  1110`
400`  0011300007`  1110`
400`  0011300090`  1110`
400`  0011200001`  1110`
400`  EWM11-SU01`  1110`
400`  BP1110`  1110`
400`  0011300010`  1110`
400`  0011300095`  1110`
400`  0063300001`  6310`
400`  0063300002`  6310`
400`  0063300273`  6310`
400`  0063300003`  6310`
400`  0063300006`  6310`
400`  0063300080`  6310`
400`  0063300081`  6310`
400`  0063300082`  6310`
400`  0063300083`  6310`
400`  0063300007`  6310`
400`  0063300090`  6310`
400`  EWM63-SU01`  6310`
400`  BP6310`  6310`
400`  0063300010`  6310`
400`  0063300095`  6310`
400`  0036300001`  3610`
400`  0036300002`  3610`
400`  0036300273`  3610`
400`  0036300003`  3610`
