XPROD [C(00040)]`XNEGP [C(00040)]`XGSBE [C(00040)]`WAERS [C(00040)]`WAABW [C(00040)]`PERIV [C(00040)]`ORT01 [C(00040)]`OPVAR [C(00040)]`MANDT [C(00040)]`LAND1 [C(00040)]`KTOPL [C(00040)]`KKBER [C(00040)]`BUTXT [C(00040)]`BUKRS [C(00040)]
`  `  `  EUR`  10`  K4`  Walldorf`  0001`  400`  DE`  INT`  0001`  SAP A.G.`  0001
`  X`  `  CNY`  10`  K4`  上海`  1310`  400`  CN`  YCOA`  1000`  Company Code 1310`  0002
`  `  `  CNY`  00`  K4`  北京市`  0003`  400`  CN`  0003`  `  红星闪闪股份有限公司`  0003
`  `  `  RMB`  10`  K4`  Dalian`  0001`  400`  CN`  HHHH`  0001`  Liaoning Tech Compan`  0005
`  X`  `  USD`  20`  K4`  BEIJING`  TM99`  400`  CN`  TMCN`  TM99`  Test company`  0007
`  `  `  JPY`  00`  K4`  東京`  0009`  400`  JP`  CAJP`  `  abc`  0009
`  `  `  RMB`  00`  K1`  zhengzhou`  1010`  400`  CN`  YYKJ`  `  云云科技有限公司`  0027
`  `  `  CNY`  00`  K4`  深圳`  0058`  400`  CN`  0058`  `  深圳创客科技有限公司`  0058
`  X`  `  CNY`  00`  K4`  福建福清`  0077`  400`  CN`  0077`  0077`  草本茶饮`  0077
`  `  `  CNY`  10`  K4`  上海`  0001`  400`  CN`  INT`  0001`  怡宁机械有限公司`  0085
`  `  `  CNY`  00`  K4`  大连`  `  400`  CN`  `  `  大连华锐股份有限公司`  0102
X`  X`  `  CNY`  00`  K4`  天津`  0206`  400`  CN`  CPCN`  0206`  天津黑豆公司`  0206
`  X`  `  CNY`  10`  K4`  杭州`  0797`  400`  CN`  0797`  0797`  浙江测试有限公司`  0797
`  `  `  RMB`  00`  K4`  太仓`  `  400`  CN`  `  `  小笨笨有限公司`  0806
`  X`  `  CNY`  10`  K4`  Shanghai`  9700`  400`  CN`  9700`  `  SH VOLKSWAGEN`  0870
`  `  `  CNY`  00`  K4`  劝君莫惜金缕衣，劝君惜取少年时。`  `  400`  CN`  `  `  凤求凰`  0AAS
`  X`  `  CNY`  00`  K4`  雨打梨花深门，忘了青春，误了青春。`  0AES`  400`  CN`  0AES`  0AES`  钗头凤`  0AES
`  `  `  EUR`  00`  K4`  Walldorf`  0001`  400`  DE`  0MB1`  `  IS-B Musterbank Deut`  0MB1
`  `  `  CNY`  00`  K4`  Bei Jing`  `  400`  CN`  `  `  Testing Company`  1000
`  `  `  CNY`  00`  K4`  Shanghai`  `  400`  CN`  `  `  Manufacture Company`  1001
`  X`  `  CNY`  10`  K4`  Palo Alto`  1006`  400`  CN`  1006`  1006`  Company Code 1710`  1006
X`  X`  `  CNY`  10`  K4`  上海市`  1008`  400`  CN`  HDCN`  `  海底捞上海有限公司`  1008
X`  X`  `  CNY`  10`  K4`  上海市`  1009`  400`  CN`  HDCN`  `  海底捞控股集团有限公司`  1009
`  X`  `  EUR`  10`  K4`  Walldorf`  1010`  400`  DE`  YCOA`  1000`  Company Code 1010`  1010
`  `  `  RMB`  00`  K4`  湖南邵阳`  `  400`  CN`  `  `  邵阳猪血丸子`  1020
`  `  `  RMB`  00`  K4`  `  `  400`  `  `  `  螺蛳粉`  1021
`  `  `  CNY`  00`  `  成都`  `  400`  CN`  `  `  极限压制`  1070
`  `  `  JPY`  00`  K4`  东京`  1100`  400`  JP`  `  `  TEL`  1100
`  `  `  JPY`  00`  `  tokyo`  `  400`  JP`  `  `  MSM Tokyo`  1101
`  `  `  CNY`  00`  K4`  南京`  1107`  400`  CN`  ZGTF`  `  甜瓜甜椒`  1107
`  `  `  GBP`  10`  K4`  London`  1110`  400`  GB`  YCOA`  1000`  Company Code 1110`  1110
`  X`  `  JPY`  00`  K4`  `  1209`  400`  JP`  1209`  1209`  sapテスト会社`  1209
`  `  `  EUR`  10`  K4`  Lyon`  1210`  400`  FR`  YCOA`  1000`  Company Code 1210`  1210
`  `  `  CNY`  00`  `  Shanghai`  `  400`  CN`  `  `  someone company`  1217
`  `  `  CNY`  00`  `  广州`  `  400`  CN`  `  `  axfood有限公司`  1218
`  X`  `  CNY`  10`  K4`  上海`  1310`  400`  CN`  YCOA`  1000`  Company Code 1310`  1310
`  `  `  CNY`  00`  K4`  上海`  1310`  400`  CN`  YACN`  `  沃尔德公司`  1311
`  X`  `  CNY`  10`  K4`  上海`  1300`  400`  CN`  1300`  1000`  徐汇控股集团`  1320
`  `  `  RMB`  00`  `  `  `  400`  `  `  `  漂亮`  1366
`  `  `  BRL`  10`  K4`  São Paulo`  1410`  400`  BR`  YCOA`  1000`  Company Code 1410`  1410
`  X`  `  JPY`  10`  K4`  Tokyo`  1510`  400`  JP`  YCOA`  1000`  Company Code 1510`  1510
`  X`  `  RUB`  10`  K4`  Moscow`  1610`  400`  RU`  YCOA`  1000`  Company Code 1610`  1610
`  `  `  USD`  10`  K4`  Palo Alto`  1710`  400`  US`  YCOA`  1000`  Company Code 1710`  1710
`  X`  `  INR`  10`  K4`  Ahmedabad`  1810`  400`  IN`  YCOA`  1000`  Company Code 1810`  1810
`  `  `  EUR`  10`  K4`  大连`  1818`  400`  DE`  INT`  `  1818公司`  1818
`  `  `  CNY`  10`  K4`  大连`  1819`  400`  CN`  2000`  0001`  1819公司`  1819
`  X`  `  SEK`  10`  K4`  Stockholm`  1910`  400`  SE`  YCOA`  1000`  Company Code 1910`  1910
`  X`  `  CNY`  10`  K4`  成都`  0001`  400`  CN`  2INT`  2000`  七杯茶销售公司`  2000
`  `  `  CNY`  00`  `  成都`  `  400`  CN`  INT`  2001`  七杯茶直营管理公司`  2001
`  X`  `  CNY`  10`  K4`  Palo Alto`  1006`  400`  CN`  1006`  1006`  Company Code 1710`  2006
`  `  `  CNY`  10`  K4`  `  0001`  400`  CN`  INT`  0001`  chris的公司`  2007
`  X`  `  RMB`  00`  CH`  Walldorf`  2009`  400`  CN`  2007`  2008`  chris的公司`  2009
`  X`  `  CZK`  10`  K4`  Prague`  2010`  400`  CZ`  YCOA`  1000`  Company Code 2010`  2010
`  `  `  RMB`  10`  K4`  海口`  2018`  400`  CN`  2018`  2018`  宏宇有限责任公司`  2018
`  X`  `  CNY`  10`  K4`  成都`  1310`  400`  CN`  CACN`  1000`  sap 成都 测试公司1`  2020
`  X`  `  CNY`  10`  K4`  上海`  1310`  400`  CN`  YCOA`  1000`  Company Code 1310`  2021
`  X`  `  CNY`  10`  K4`  成都`  1310`  400`  CN`  YCOA`  2030`  sap 成都 测试公司2030`  2030
`  `  `  CNY`  00`  K4`  北京`  2040`  400`  CN`  `  `  北京小米科技有限公司`  2040
