MANDT [C(00006)]`LIFNR [C(00020)]`NAME1 [C(00070)]`NAME2 [C(00070)]`KTOKK [C(00008)]
400`  0010300001`  Inlandslieferant DE 1`  `  SUPL
400`  0010300002`  Inlandslieferant DE 2`  `  SUPL
400`  0010300273`  Inlandslieferant DE CPD`  `  CPD
400`  0010300003`  Inlandslieferant DE 3 (mit ERS)`  `  SUPL
400`  0010300080`  Inlandslieferant DE (Ariba Netzwerk`  `  SUPL
400`  0010300081`  Inlandslieferant DE (Ariba Sourcing`  `  SUPL
400`  0010300082`  Inlandslieferant DE (Ariba Sourcing`  `  SUPL
400`  0010300083`  Inlandslieferant DE (Ariba Sourcing`  `  SUPL
400`  0010300007`  Inland-Lohnbearbeiter A, DE`  `  SUPL
400`  0010300090`  Inlandslieferant DE (Ariba FIN)`  `  SUPL
400`  EWM10-SU01`  EWM-Lieferant 01`  `  Z007
400`  BP1010`  WERK 1`  `  SUPL
400`  0010300010`  Inlandslieferant DE 1`  `  SUPL
400`  0017300001`  Domestic US Supplier 1`  `  SUPL
400`  0017300002`  Domestic US Supplier 2`  `  SUPL
400`  0017300273`  Domestic US Supplier CPD`  `  CPD
400`  0017300030`  Domestic US Supplier 1099M Withhold`  `  SUPL
400`  0017300031`  Foreign US Supplier (DE) 1042S With`  `  SUPL
400`  0017300032`  Domestic US Supplier 1099G Withhold`  `  SUPL
400`  0017300033`  Domestic US Supplier 1099INT Withho`  `  SUPL
400`  0017300034`  Domestic US Supplier 1099K Withhold`  `  SUPL
400`  0017300003`  Domestic US Supplier 3 (with ERS)`  `  SUPL
400`  0017300006`  Domestic US Supplier 6 (Returns)`  `  SUPL
400`  0017300080`  Domestic US Supplier 80 (Ariba Netw`  `  SUPL
400`  0017300081`  Domestic US Supplier 81 (Ariba Sour`  `  SUPL
400`  0017300082`  Domestic US Supplier 82 (Ariba Sour`  `  SUPL
400`  0017300083`  Domestic US Supplier 83 (Ariba Sour`  `  SUPL
400`  0017300007`  Domestic US Subcontractor A`  `  SUPL
400`  0017300090`  Domestic US Supplier 90 (Ariba FIN)`  `  SUPL
400`  EWM17-SU01`  EWM Supplier 01`  `  SUPL
400`  BP1710`  Plant 1`  `  SUPL
400`  0017300010`  Domestic US Supplier 10`  `  SUPL
400`  0044300001`  Domestic Supplier NO 01`  `  SUPL
400`  0044300002`  Domestic Supplier NO 02`  `  SUPL
400`  0044300273`  Domestic Supplier NO CPD`  `  CPD
400`  0044300003`  Domestic Supplier NO 3 (with ERS)`  `  SUPL
400`  0044300006`  Domestic Supplier NO 6 (Returns)`  `  SUPL
400`  0044300080`  Domestic Supplier NO (Ariba Network`  `  SUPL
400`  0044300081`  Domestic Supplier NO (Ariba Sourcin`  `  SUPL
400`  0044300082`  Domestic Supplier NO (Ariba Sourcin`  `  SUPL
400`  0044300083`  Domestic Supplier NO (Ariba Sourcin`  `  SUPL
400`  0044300007`  Domestic Subcontracting NO 7`  `  SUPL
400`  0044300090`  Domestic Supplier NO 90 (Ariba FIN)`  `  SUPL
400`  0064300001`  Domestic ZA Supplier 1`  `  SUPL
400`  0064300002`  Domestic ZA Supplier 2`  `  SUPL
400`  0064300273`  Domestic ZA Supplier CPD`  `  CPD
400`  0064300003`  Domestic ZA Supplier 3 (with ERS)`  `  SUPL
400`  0064300006`  Domestic ZA Supplier 6 (Return)`  `  SUPL
400`  0064300080`  Domestic ZA Supplier 80 (Ariba Netw`  `  SUPL
400`  0064300081`  Domestic ZA Supplier 81 (Ariba Sour`  `  SUPL
400`  0064300082`  Domestic ZA Supplier 82 (Ariba Sour`  `  SUPL
400`  0064300083`  Domestic ZA Supplier 83 (Ariba Sour`  `  SUPL
400`  0064300007`  Domestic subcontractor A, ZA`  `  SUPL
400`  0064300090`  Domestic Supplier ZA (Ariba FIN)`  `  SUPL
400`  0013300001`  国内供应商01`  `  SUPL
400`  0013300002`  国内供应商02`  `  SUPL
